date,state,fips,cases,newCases,deaths,newDeaths,tests,newTests,positive,newPositive,negative,newNegative,pending
2020-06-12,Oklahoma,40,7848,222,359,2,,,,,,,
2020-06-12,Oregon,41,5388,136,174,3,,,,,,,
2020-06-12,Pennsylvania,42,82578,634,6229,42,,,,,,,
2020-06-12,Puerto Rico,72,5536,184,146,2,,,,,,,
2020-06-12,Rhode Island,44,15947,85,833,10,,,,,,,
2020-06-12,South Carolina,45,17170,729,593,5,,,,,,,
2020-06-12,South Dakota,46,5742,77,74,1,,,,,,,
2020-06-12,Tennessee,47,29218,452,461,20,,,,,,,
2020-06-12,Texas,48,86031,2259,1965,23,,,,,,,
2020-06-12,Utah,49,13681,315,139,8,,,,,,,
2020-06-12,Vermont,50,1119,9,55,0,,,,,,,
2020-06-12,Virgin Islands,78,72,0,6,0,,,,,,,
2020-06-12,Virginia,51,53157,563,1533,14,,,,,,,
2020-06-12,Washington,53,26576,404,1207,9,,,,,,,
2020-06-12,West Virginia,54,2249,32,88,2,,,,,,,
2020-06-12,Wisconsin,55,24733,322,698,7,,,,,,,
2020-06-12,Wyoming,56,1027,18,18,0,,,,,,,
2020-06-13,Alabama,01,24601,891,773,4,,,,,,,
2020-06-13,Alaska,02,722,34,10,0,,,,,,,
2020-06-13,Arizona,04,34773,1606,1190,33,,,,,,,
2020-06-13,Arkansas,05,12095,548,177,1,,,,,,,
2020-06-13,California,06,150434,3149,5059,73,,,,,,,
2020-06-13,Colorado,08,29002,195,1598,3,,,,,,,
2020-06-13,Connecticut,09,44994,305,4186,27,,,,,,,
2020-06-13,Delaware,10,10229,56,419,5,,,,,,,
2020-06-13,District of Columbia,11,9709,55,511,5,,,,,,,
2020-06-13,Florida,12,73544,2581,2924,48,,,,,,,
2020-06-13,Georgia,13,54178,977,2411,27,,,,,,,
2020-06-13,Guam,66,1154,1,6,0,,,,,,,
2020-06-13,Hawaii,15,711,17,17,0,,,,,,,
2020-06-13,Idaho,16,3399,45,87,0,,,,,,,
2020-06-13,Illinois,17,133117,628,6491,22,,,,,,,
2020-06-13,Indiana,18,40535,421,2413,17,,,,,,,
2020-06-13,Iowa,19,23792,337,651,1,,,,,,,
2020-06-13,Kansas,20,11195,43,244,1,,,,,,,
2020-06-13,Kentucky,21,12605,253,527,2,,,,,,,
2020-06-13,Louisiana,22,46396,1288,3004,8,,,,,,,
2020-06-13,Maine,23,2757,36,100,0,,,,,,,
2020-06-13,Maryland,24,61935,673,2926,26,,,,,,,
2020-06-13,Massachusetts,25,105395,336,7576,38,,,,,,,
2020-06-13,Michigan,26,66024,143,6017,23,,,,,,,
2020-06-13,Minnesota,27,30203,377,1314,9,,,,,,,
2020-06-13,Mississippi,28,19348,257,889,8,,,,,,,
2020-06-13,Missouri,29,16327,216,890,6,,,,,,,
2020-06-13,Montana,30,588,15,18,0,,,,,,,
2020-06-13,Nebraska,31,16634,121,221,0,,,,,,,
2020-06-13,Nevada,32,10992,288,463,1,,,,,,,
2020-06-13,New Hampshire,33,5299,48,318,3,,,,,,,
2020-06-13,New Jersey,34,166605,441,12589,100,,,,,,,
2020-06-13,New Mexico,35,9621,95,431,5,,,,,,,
2020-06-13,New York,36,387402,912,30565,54,,,,,,,
2020-06-13,North Carolina,37,42911,1444,1135,7,,,,,,,
2020-06-13,North Dakota,38,3061,42,77,0,,,,,,,
2020-06-13,Northern Mariana Islands,69,30,0,2,0,,,,,,,
2020-06-13,Ohio,39,40848,424,2554,46,,,,,,,
2020-06-13,Oklahoma,40,8073,225,359,0,,,,,,,
2020-06-13,Oregon,41,5543,155,175,1,,,,,,,
2020-06-13,Pennsylvania,42,82988,410,6264,35,,,,,,,
2020-06-13,Puerto Rico,72,5690,154,146,0,,,,,,,
2020-06-13,Rhode Island,44,15947,0,833,0,,,,,,,
2020-06-13,South Carolina,45,17955,785,599,6,,,,,,,
2020-06-13,South Dakota,46,5833,91,75,1,,,,,,,
2020-06-13,Tennessee,47,29616,398,465,4,,,,,,,
2020-06-13,Texas,48,88120,2089,1989,24,,,,,,,
2020-06-13,Utah,49,14061,380,139,0,,,,,,,
2020-06-13,Vermont,50,1125,6,55,0,,,,,,,
2020-06-13,Virgin Islands,78,72,0,6,0,,,,,,,
2020-06-13,Virginia,51,53815,658,1540,7,,,,,,,
2020-06-13,Washington,53,26920,344,1216,9,,,,,,,
2020-06-13,West Virginia,54,2274,25,88,0,,,,,,,
2020-06-13,Wisconsin,55,25026,293,700,2,,,,,,,
2020-06-13,Wyoming,56,1050,23,18,0,,,,,,,
2020-06-14,Alabama,01,25615,1014,773,0,,,,,,,
2020-06-14,Alaska,02,734,12,10,0,,,,,,,
2020-06-14,Arizona,04,35953,1180,1194,4,,,,,,,
2020-06-14,Arkansas,05,12501,406,179,2,,,,,,,
2020-06-14,California,06,152953,2519,5089,30,,,,,,,
2020-06-14,Colorado,08,29115,113,1599,1,,,,,,,
2020-06-14,Connecticut,09,45088,94,4201,15,,,,,,,
2020-06-14,Delaware,10,10264,35,422,3,,,,,,,
2020-06-14,District of Columbia,11,9767,58,515,4,,,,,,,
2020-06-14,Florida,12,75560,2016,2930,6,,,,,,,
2020-06-14,Georgia,13,54874,696,2416,5,,,,,,,
2020-06-14,Guam,66,1154,0,6,0,,,,,,,
2020-06-14,Hawaii,15,716,5,17,0,,,,,,,
2020-06-14,Idaho,16,3413,14,88,1,,,,,,,
2020-06-14,Illinois,17,133719,602,6512,21,,,,,,,
2020-06-14,Indiana,18,40901,366,2422,9,,,,,,,
2020-06-14,Iowa,19,23959,167,652,1,,,,,,,
2020-06-14,Kansas,20,11247,52,244,0,,,,,,,
2020-06-14,Kentucky,21,12652,47,527,0,,,,,,,
2020-06-14,Louisiana,22,46732,336,3014,10,,,,,,,
2020-06-14,Maine,23,2793,36,100,0,,,,,,,
2020-06-14,Maryland,24,62328,393,2939,13,,,,,,,
2020-06-14,Massachusetts,25,105603,208,7624,48,,,,,,,
2020-06-14,Michigan,26,66246,222,6020,3,,,,,,,
2020-06-14,Minnesota,27,30502,299,1329,15,,,,,,,
2020-06-14,Mississippi,28,19516,168,891,2,,,,,,,
2020-06-14,Missouri,29,16384,57,890,0,,,,,,,
2020-06-14,Montana,30,601,13,19,1,,,,,,,
2020-06-14,Nebraska,31,16735,101,221,0,,,,,,,
2020-06-14,Nevada,32,11199,207,464,1,,,,,,,
2020-06-14,New Hampshire,33,5318,19,320,2,,,,,,,
2020-06-14,New Jersey,34,166881,276,12625,36,,,,,,,
2020-06-14,New Mexico,35,9723,102,435,4,,,,,,,
2020-06-14,New York,36,388096,694,30605,40,,,,,,,
2020-06-14,North Carolina,37,44199,1288,1139,4,,,,,,,
2020-06-14,North Dakota,38,3083,22,77,0,,,,,,,
2020-06-14,Northern Mariana Islands,69,30,0,2,0,,,,,,,
2020-06-14,Ohio,39,41148,300,2557,3,,,,,,,
2020-06-14,Oklahoma,40,8231,158,359,0,,,,,,,
2020-06-14,Oregon,41,5644,101,176,1,,,,,,,
2020-06-14,Pennsylvania,42,83301,313,6275,11,,,,,,,
2020-06-14,Puerto Rico,72,5811,121,147,1,,,,,,,
2020-06-14,Rhode Island,44,15947,0,833,0,,,,,,,
2020-06-14,South Carolina,45,18796,841,600,1,,,,,,,
2020-06-14,South Dakota,46,5898,65,75,0,,,,,,,
2020-06-14,Tennessee,47,30174,558,467,2,,,,,,,
2020-06-14,Texas,48,89542,1422,1995,6,,,,,,,
2020-06-14,Utah,49,14313,252,139,0,,,,,,,
2020-06-14,Vermont,50,1127,2,55,0,,,,,,,
2020-06-14,Virgin Islands,78,73,1,6,0,,,,,,,
2020-06-14,Virginia,51,54452,637,1545,5,,,,,,,
2020-06-14,Washington,53,27135,215,1220,4,,,,,,,
2020-06-14,West Virginia,54,2290,16,88,0,,,,,,,
2020-06-14,Wisconsin,55,25307,281,702,2,,,,,,,
2020-06-14,Wyoming,56,1060,10,18,0,,,,,,,
2020-06-15,Alabama,01,26272,657,774,1,,,,,,,
2020-06-15,Alaska,02,738,4,10,0,,,,,,,
2020-06-15,Arizona,04,37005,1052,1204,10,,,,,,,
2020-06-15,Arkansas,05,12917,416,182,3,,,,,,,
2020-06-15,California,06,155662,2709,5120,31,,,,,,,
2020-06-15,Colorado,08,29284,169,1605,6,,,,,,,
2020-06-15,Connecticut,09,45235,147,4204,3,,,,,,,
2020-06-15,Delaware,10,10340,76,423,1,,,,,,,
2020-06-15,District of Columbia,11,9799,32,515,0,,,,,,,
2020-06-15,Florida,12,77318,1758,2937,7,,,,,,,
2020-06-15,Georgia,13,55505,631,2457,41,,,,,,,
2020-06-15,Guam,66,1155,1,6,0,,,,,,,
2020-06-15,Hawaii,15,724,8,17,0,,,,,,,
2020-06-15,Idaho,16,3472,59,89,1,,,,,,,
2020-06-15,Illinois,17,134247,528,6543,31,,,,,,,
2020-06-15,Indiana,18,41422,521,2433,11,,,,,,,
2020-06-15,Iowa,19,24110,151,661,9,,,,,,,
2020-06-15,Kansas,20,11516,269,246,2,,,,,,,
2020-06-15,Kentucky,21,12863,211,524,-3,,,,,,,
2020-06-15,Louisiana,22,47284,552,3018,4,,,,,,,
2020-06-15,Maine,23,2810,17,101,1,,,,,,,
2020-06-15,Maryland,24,62653,325,2947,8,,,,,,,
2020-06-15,Massachusetts,25,105690,87,7646,22,,,,,,,
2020-06-15,Michigan,26,66302,56,6025,5,,,,,,,
2020-06-15,Minnesota,27,30724,222,1335,6,,,,,,,
2020-06-15,Mississippi,28,19799,283,895,4,,,,,,,
2020-06-15,Missouri,29,16712,328,895,5,,,,,,,
2020-06-15,Montana,30,609,8,19,0,,,,,,,
2020-06-15,Nebraska,31,16860,125,226,5,,,,,,,
2020-06-15,Nevada,32,11316,117,466,2,,,,,,,
2020-06-15,New Hampshire,33,5345,27,320,0,,,,,,,
2020-06-15,New Jersey,34,167103,222,12676,51,,,,,,,
2020-06-15,New Mexico,35,9845,122,440,5,,,,,,,
2020-06-15,New York,36,388719,623,30645,40,,,,,,,
2020-06-15,North Carolina,37,45257,1058,1156,17,,,,,,,
2020-06-15,North Dakota,38,3104,21,77,0,,,,,,,
2020-06-15,Northern Mariana Islands,69,30,0,2,0,,,,,,,
2020-06-15,Ohio,39,41576,428,2573,16,,,,,,,
2020-06-15,Oklahoma,40,8417,186,359,0,,,,,,,
2020-06-15,Oregon,41,5831,187,180,4,,,,,,,
2020-06-15,Pennsylvania,42,83687,386,6307,32,,,,,,,
2020-06-15,Puerto Rico,72,5890,79,147,0,,,,,,,
2020-06-15,Rhode Island,44,16093,146,851,18,,,,,,,
2020-06-15,South Carolina,45,19381,585,602,2,,,,,,,
2020-06-15,South Dakota,46,5928,30,75,0,,,,,,,
2020-06-15,Tennessee,47,30945,771,477,10,,,,,,,
2020-06-15,Texas,48,91726,2184,2018,23,,,,,,,
2020-06-15,Utah,49,14757,444,143,4,,,,,,,
2020-06-15,Vermont,50,1130,3,55,0,,,,,,,
2020-06-15,Virgin Islands,78,73,0,6,0,,,,,,,
2020-06-15,Virginia,51,54832,380,1551,6,,,,,,,
2020-06-15,Washington,53,27577,442,1223,3,,,,,,,
2020-06-15,West Virginia,54,2322,32,88,0,,,,,,,
2020-06-15,Wisconsin,55,25530,223,703,1,,,,,,,
2020-06-15,Wyoming,56,1079,19,18,0,,,,,,,
2020-06-16,Alabama,01,26912,640,785,11,,,,,,,
2020-06-16,Alaska,02,751,13,10,0,,,,,,,
2020-06-16,Arizona,04,39298,2293,1228,24,,,,,,,
2020-06-16,Arkansas,05,13191,274,188,6,,,,,,,
2020-06-16,California,06,159131,3469,5202,82,,,,,,,
2020-06-16,Colorado,08,29427,143,1617,12,,,,,,,
2020-06-16,Connecticut,09,45349,114,4210,6,,,,,,,
2020-06-16,Delaware,10,10403,63,424,1,,,,,,,
2020-06-16,District of Columbia,11,9818,19,520,5,,,,,,,
2020-06-16,Florida,12,80101,2783,2992,55,,,,,,,
2020-06-16,Georgia,13,56302,797,2492,35,,,,,,,
2020-06-16,Guam,66,1155,0,6,0,,,,,,,
2020-06-16,Hawaii,15,728,4,17,0,,,,,,,
2020-06-16,Idaho,16,3543,71,89,0,,,,,,,
2020-06-16,Illinois,17,134866,619,6608,65,,,,,,,
2020-06-16,Indiana,18,41780,358,2447,14,,,,,,,
2020-06-16,Iowa,19,24263,153,670,9,,,,,,,
2020-06-16,Kansas,20,11569,53,246,0,,,,,,,
2020-06-16,Kentucky,21,12899,36,530,6,,,,,,,
2020-06-16,Louisiana,22,47818,534,3042,24,,,,,,,
2020-06-16,Maine,23,2819,9,101,0,,,,,,,
2020-06-16,Maryland,24,63004,351,2982,35,,,,,,,
2020-06-16,Massachusetts,25,105885,195,7664,18,,,,,,,
2020-06-16,Michigan,26,66466,164,6039,14,,,,,,,
2020-06-16,Minnesota,27,30913,189,1344,9,,,,,,,
2020-06-16,Mississippi,28,20152,353,915,20,,,,,,,
2020-06-16,Missouri,29,16930,218,903,8,,,,,,,
2020-06-16,Montana,30,614,5,19,0,,,,,,,
2020-06-16,Nebraska,31,17031,171,236,10,,,,,,,
2020-06-16,Nevada,32,11673,357,467,1,,,,,,,
2020-06-16,New Hampshire,33,5364,19,326,6,,,,,,,
2020-06-16,New Jersey,34,167426,323,12727,51,,,,,,,
2020-06-16,New Mexico,35,9933,88,447,7,,,,,,,
2020-06-16,New York,36,389349,630,30683,38,,,,,,,
2020-06-16,North Carolina,37,46105,848,1185,29,,,,,,,
2020-06-16,North Dakota,38,3127,23,77,0,,,,,,,
2020-06-16,Northern Mariana Islands,69,30,0,2,0,,,,,,,
2020-06-16,Ohio,39,42010,434,2597,24,,,,,,,
2020-06-16,Oklahoma,40,8645,228,363,4,,,,,,,
2020-06-16,Oregon,41,6111,280,182,2,,,,,,,
2020-06-16,Pennsylvania,42,84077,390,6337,30,,,,,,,
2020-06-16,Puerto Rico,72,5951,61,147,0,,,,,,,
2020-06-16,Rhode Island,44,16164,71,865,14,,,,,,,
2020-06-16,South Carolina,45,19995,614,607,5,,,,,,,
2020-06-16,South Dakota,46,5966,38,77,2,,,,,,,
2020-06-16,Tennessee,47,31623,678,487,10,,,,,,,
2020-06-16,Texas,48,95973,4247,2057,39,,,,,,,
2020-06-16,Utah,49,15077,320,145,2,,,,,,,
2020-06-16,Vermont,50,1130,0,55,0,,,,,,,
2020-06-16,Virgin Islands,78,73,0,6,0,,,,,,,
2020-06-16,Virginia,51,55275,443,1569,18,,,,,,,
2020-06-16,Washington,53,27949,372,1234,11,,,,,,,
2020-06-16,West Virginia,54,2341,19,88,0,,,,,,,
2020-06-16,Wisconsin,55,25829,299,710,7,,,,,,,
2020-06-16,Wyoming,56,1089,10,18,0,,,,,,,
2020-06-17,Alabama,01,27312,400,790,5,,,,,,,
2020-06-17,Alaska,02,776,25,10,0,,,,,,,
2020-06-17,Arizona,04,41159,1861,1252,24,,,,,,,
2020-06-17,Arkansas,05,13606,415,197,9,,,,,,,
2020-06-17,California,06,163381,4250,5283,81,,,,,,,
2020-06-17,Colorado,08,29658,231,1631,14,,,,,,,
2020-06-17,Connecticut,09,45429,80,4219,9,,,,,,,
2020-06-17,Delaware,10,10444,41,426,2,,,,,,,
2020-06-17,District of Columbia,11,9847,29,523,3,,,,,,,
2020-06-17,Florida,12,82711,2610,3017,25,,,,,,,
2020-06-17,Georgia,13,57217,915,2536,44,,,,,,,
2020-06-17,Guam,66,1157,2,6,0,,,,,,,
2020-06-17,Hawaii,15,732,4,17,0,,,,,,,
2020-06-17,Idaho,16,3634,91,89,0,,,,,,,
2020-06-17,Illinois,17,135416,550,6687,79,,,,,,,
2020-06-17,Indiana,18,42036,256,2475,28,,,,,,,
2020-06-17,Iowa,19,24616,353,677,7,,,,,,,
2020-06-17,Kansas,20,11801,232,248,2,,,,,,,
2020-06-17,Kentucky,21,13190,291,536,6,,,,,,,
2020-06-17,Louisiana,22,48746,928,3062,20,,,,,,,
2020-06-17,Maine,23,2836,17,102,1,,,,,,,
2020-06-17,Maryland,24,63565,561,2996,14,,,,,,,
2020-06-17,Massachusetts,25,106151,266,7733,69,,,,,,,
2020-06-17,Michigan,26,66694,228,6041,2,,,,,,,
2020-06-17,Minnesota,27,31328,415,1357,13,,,,,,,
2020-06-17,Mississippi,28,20641,489,938,23,,,,,,,
2020-06-17,Missouri,29,17151,221,924,21,,,,,,,
2020-06-17,Montana,30,630,16,20,1,,,,,,,
2020-06-17,Nebraska,31,17226,195,239,3,,,,,,,
2020-06-17,Nevada,32,11852,179,473,6,,,,,,,
2020-06-17,New Hampshire,33,5436,72,330,4,,,,,,,
2020-06-17,New Jersey,34,167703,277,12769,42,,,,,,,
2020-06-17,New Mexico,35,10065,132,452,5,,,,,,,
2020-06-17,New York,36,389910,561,30722,39,,,,,,,
2020-06-17,North Carolina,37,47142,1037,1198,13,,,,,,,
2020-06-17,North Dakota,38,3170,43,78,1,,,,,,,
2020-06-17,Northern Mariana Islands,69,30,0,2,0,,,,,,,
2020-06-17,Ohio,39,42422,412,2611,14,,,,,,,
2020-06-17,Oklahoma,40,8903,258,364,1,,,,,,,
2020-06-17,Oregon,41,6235,124,183,1,,,,,,,
2020-06-17,Pennsylvania,42,84387,310,6376,39,,,,,,,
2020-06-17,Puerto Rico,72,6003,52,147,0,,,,,,,
2020-06-17,Rhode Island,44,16213,49,876,11,,,,,,,
2020-06-17,South Carolina,45,20556,561,617,10,,,,,,,
2020-06-17,South Dakota,46,6050,84,78,1,,,,,,,
2020-06-17,Tennessee,47,32112,489,493,6,,,,,,,
2020-06-17,Texas,48,99466,3493,2099,42,,,,,,,
2020-06-17,Utah,49,15464,387,149,4,,,,,,,
2020-06-17,Vermont,50,1130,0,55,0,,,,,,,
2020-06-17,Virgin Islands,78,73,0,6,0,,,,,,,
2020-06-17,Virginia,51,55717,442,1582,13,,,,,,,
2020-06-17,Washington,53,28270,321,1229,-5,,,,,,,
2020-06-17,West Virginia,54,2376,35,88,0,,,,,,,
2020-06-17,Wisconsin,55,26167,338,719,9,,,,,,,
2020-06-17,Wyoming,56,1114,25,18,0,,,,,,,
2020-06-18,Alabama,01,28206,894,810,20,,,,,,,
2020-06-18,Alaska,02,795,19,10,0,,,,,,,
2020-06-18,Arizona,04,43731,2572,1287,35,,,,,,,
2020-06-18,Arkansas,05,13928,322,208,11,,,,,,,
2020-06-18,California,06,167135,3754,5359,76,,,,,,,
2020-06-18,Colorado,08,29886,228,1638,7,,,,,,,
2020-06-18,Connecticut,09,45440,11,4226,7,,,,,,,
2020-06-18,Delaware,10,10499,55,431,5,,,,,,,
2020-06-18,District of Columbia,11,9903,56,527,4,,,,,,,
2020-06-18,Florida,12,85918,3207,3060,43,,,,,,,
2020-06-18,Georgia,13,58040,823,2565,29,,,,,,,
2020-06-18,Guam,66,1162,5,6,0,,,,,,,
2020-06-18,Hawaii,15,750,18,17,0,,,,,,,
2020-06-18,Idaho,16,3744,110,90,1,,,,,,,
2020-06-18,Illinois,17,136081,665,6737,50,,,,,,,
2020-06-18,Indiana,18,42480,444,2491,16,,,,,,,
2020-06-18,Iowa,19,24959,343,680,3,,,,,,,
2020-06-18,Kansas,20,11886,85,252,4,,,,,,,
2020-06-18,Kentucky,21,13391,201,540,4,,,,,,,
2020-06-18,Louisiana,22,49506,760,3069,7,,,,,,,
2020-06-18,Maine,23,2878,42,102,0,,,,,,,
2020-06-18,Maryland,24,63839,274,3016,20,,,,,,,
2020-06-18,Massachusetts,25,106422,271,7769,36,,,,,,,
2020-06-18,Michigan,26,66980,286,6064,23,,,,,,,
2020-06-18,Minnesota,27,31707,379,1376,19,,,,,,,
2020-06-18,Mississippi,28,21022,381,943,5,,,,,,,
2020-06-18,Missouri,29,17488,337,963,39,,,,,,,
2020-06-18,Montana,30,655,25,20,0,,,,,,,
2020-06-18,Nebraska,31,17415,189,244,5,,,,,,,
2020-06-18,Nevada,32,12164,312,475,2,,,,,,,
2020-06-18,New Hampshire,33,5450,14,331,1,,,,,,,
2020-06-18,New Jersey,34,168107,404,12800,31,,,,,,,
2020-06-18,New Mexico,35,10153,88,456,4,,,,,,,
2020-06-18,New York,36,390536,626,30767,45,,,,,,,
2020-06-18,North Carolina,37,48426,1284,1209,11,,,,,,,
2020-06-18,North Dakota,38,3199,29,81,3,,,,,,,
2020-06-18,Northern Mariana Islands,69,30,0,2,0,,,,,,,
2020-06-18,Ohio,39,43122,700,2633,22,,,,,,,
2020-06-18,Oklahoma,40,9354,451,366,2,,,,,,,
2020-06-18,Oregon,41,6390,155,187,4,,,,,,,
2020-06-18,Pennsylvania,42,84780,393,6417,41,,,,,,,
2020-06-18,Puerto Rico,72,6111,108,147,0,,,,,,,
2020-06-18,Rhode Island,44,16269,56,885,9,,,,,,,
2020-06-18,South Carolina,45,21548,992,621,4,,,,,,,
2020-06-18,South Dakota,46,6109,59,78,0,,,,,,,
2020-06-18,Tennessee,47,32604,492,504,11,,,,,,,
2020-06-18,Texas,48,102677,3211,2137,38,,,,,,,
2020-06-18,Utah,49,16015,551,152,3,,,,,,,
2020-06-18,Vermont,50,1135,5,56,1,,,,,,,
2020-06-18,Virgin Islands,78,74,1,6,0,,,,,,,
2020-06-18,Virginia,51,56180,463,1585,3,,,,,,,
2020-06-18,Washington,53,28663,393,1246,17,,,,,,,
2020-06-18,West Virginia,54,2418,42,88,0,,,,,,,
2020-06-18,Wisconsin,55,26611,444,725,6,,,,,,,
2020-06-18,Wyoming,56,1144,30,18,0,,,,,,,
2020-06-19,Alabama,01,29002,796,822,12,,,,,,,
2020-06-19,Alaska,02,821,26,10,0,,,,,,,
2020-06-19,Arizona,04,46914,3183,1322,35,,,,,,,
2020-06-19,Arkansas,05,14631,703,214,6,,,,,,,
2020-06-19,California,06,170843,3708,5425,66,,,,,,,
2020-06-19,Colorado,08,30172,286,1643,5,,,,,,,
2020-06-19,Connecticut,09,45557,117,4238,12,,,,,,,
2020-06-19,Delaware,10,10611,112,433,2,,,,,,,
2020-06-19,District of Columbia,11,9952,49,530,3,,,,,,,
2020-06-19,Florida,12,89740,3822,3103,43,,,,,,,
2020-06-19,Georgia,13,59117,1077,2596,31,,,,,,,
2020-06-19,Guam,66,1169,7,6,0,,,,,,,
2020-06-19,Hawaii,15,777,27,17,0,,,,,,,
2020-06-19,Idaho,16,3871,127,90,0,,,,,,,
2020-06-19,Illinois,17,136917,836,6801,64,,,,,,,
2020-06-19,Indiana,18,42801,321,2516,25,,,,,,,
2020-06-19,Iowa,19,25424,465,681,1,,,,,,,
2020-06-19,Kansas,20,12168,282,254,2,,,,,,,
2020-06-19,Kentucky,21,13629,238,542,2,,,,,,,
2020-06-19,Louisiana,22,48627,-879,3084,15,,,,,,,
2020-06-19,Maine,23,2913,35,102,0,,,,,,,
2020-06-19,Maryland,24,64150,311,3030,14,,,,,,,
2020-06-19,Massachusetts,25,106650,228,7799,30,,,,,,,
2020-06-19,Michigan,26,67300,320,6071,7,,,,,,,
2020-06-19,Minnesota,27,32063,356,1393,17,,,,,,,
2020-06-19,Mississippi,28,21022,0,943,0,,,,,,,
2020-06-19,Missouri,29,17780,292,973,10,,,,,,,
2020-06-19,Montana,30,666,11,20,0,,,,,,,
2020-06-19,Nebraska,31,17591,176,249,5,,,,,,,
2020-06-19,Nevada,32,12525,361,479,4,,,,,,,
2020-06-19,New Hampshire,33,5486,36,337,6,,,,,,,
2020-06-19,New Jersey,34,168496,389,12835,35,,,,,,,
2020-06-19,New Mexico,35,10260,107,464,8,,,,,,,
2020-06-19,New York,36,391330,794,30816,49,,,,,,,
2020-06-19,North Carolina,37,50014,1588,1223,14,,,,,,,
2020-06-19,North Dakota,38,3232,33,82,1,,,,,,,
2020-06-19,Northern Mariana Islands,69,30,0,2,0,,,,,,,
2020-06-19,Ohio,39,43731,609,2667,34,,,,,,,
2020-06-19,Oklahoma,40,9706,352,367,1,,,,,,,
2020-06-19,Oregon,41,6592,202,188,1,,,,,,,
2020-06-19,Pennsylvania,42,85288,508,6446,29,,,,,,,
2020-06-19,Puerto Rico,72,6195,84,147,0,,,,,,,
2020-06-19,Rhode Island,44,16337,68,894,9,,,,,,,
2020-06-19,South Carolina,45,22631,1083,639,18,,,,,,,
2020-06-19,South Dakota,46,6158,49,81,3,,,,,,,
2020-06-19,Tennessee,47,33603,999,508,4,,,,,,,
2020-06-19,Texas,48,107322,4645,2168,31,,,,,,,
2020-06-19,Utah,49,16585,570,155,3,,,,,,,
2020-06-19,Vermont,50,1144,9,56,0,,,,,,,
2020-06-19,Virgin Islands,78,74,0,6,0,,,,,,,
2020-06-19,Virginia,51,56734,554,1601,16,,,,,,,
2020-06-19,Washington,53,29045,382,1258,12,,,,,,,
2020-06-19,West Virginia,54,2468,50,88,0,,,,,,,
2020-06-19,Wisconsin,55,26913,302,736,11,,,,,,,
2020-06-19,Wyoming,56,1173,29,20,2,,,,,,,
2020-06-20,Alabama,01,29549,547,838,16,,,,,,,
2020-06-20,Alaska,02,845,24,10,0,,,,,,,
2020-06-20,Arizona,04,50198,3284,1347,25,,,,,,,
2020-06-20,Arkansas,05,15142,511,224,10,,,,,,,
2020-06-20,California,06,174854,4011,5495,70,,,,,,,
2020-06-20,Colorado,08,30334,162,1647,4,,,,,,,
2020-06-20,Connecticut,09,45715,158,4251,13,,,,,,,
2020-06-20,Delaware,10,10681,70,434,1,,,,,,,
2020-06-20,District of Columbia,11,9984,32,531,1,,,,,,,
2020-06-20,Florida,12,93789,4049,3143,40,,,,,,,
2020-06-20,Georgia,13,60669,1552,2602,6,,,,,,,
2020-06-20,Guam,66,1191,22,6,0,,,,,,,
2020-06-20,Hawaii,15,791,14,17,0,,,,,,,
2020-06-20,Idaho,16,4006,135,90,0,,,,,,,
2020-06-20,Illinois,17,137535,618,6846,45,,,,,,,
2020-06-20,Indiana,18,43135,334,2536,20,,,,,,,
2020-06-20,Iowa,19,25552,128,685,4,,,,,,,
2020-06-20,Kansas,20,12218,50,257,3,,,,,,,
2020-06-20,Kentucky,21,13800,171,542,0,,,,,,,
2020-06-20,Louisiana,22,49497,870,3104,20,,,,,,,
2020-06-20,Maine,23,2938,25,102,0,,,,,,,
2020-06-20,Maryland,24,64565,415,3052,22,,,,,,,
2020-06-20,Massachusetts,25,106936,286,7827,28,,,,,,,
2020-06-20,Michigan,26,67721,421,6091,20,,,,,,,
2020-06-20,Minnesota,27,32499,436,1404,11,,,,,,,
2020-06-20,Mississippi,28,21022,0,943,0,,,,,,,
2020-06-20,Missouri,29,18155,375,975,2,,,,,,,
2020-06-20,Montana,30,698,32,20,0,,,,,,,
2020-06-20,Nebraska,31,17707,116,249,0,,,,,,,
2020-06-20,Nevada,32,12977,452,486,7,,,,,,,
2020-06-20,New Hampshire,33,5518,32,339,2,,,,,,,
2020-06-20,New Jersey,34,168834,338,12857,22,,,,,,,
2020-06-20,New Mexico,35,10430,170,466,2,,,,,,,
2020-06-20,New York,36,392037,707,30839,23,,,,,,,
2020-06-20,North Carolina,37,51640,1626,1239,16,,,,,,,
2020-06-20,North Dakota,38,3257,25,82,0,,,,,,,
2020-06-20,Northern Mariana Islands,69,30,0,2,0,,,,,,,
2020-06-20,Ohio,39,44262,531,2697,30,,,,,,,
2020-06-20,Oklahoma,40,10037,331,368,1,,,,,,,
2020-06-20,Oregon,41,6682,90,188,0,,,,,,,
2020-06-20,Pennsylvania,42,85678,390,6467,21,,,,,,,
2020-06-20,Puerto Rico,72,6463,268,147,0,,,,,,,
2020-06-20,Rhode Island,44,16337,0,894,0,,,,,,,
2020-06-20,South Carolina,45,23786,1155,644,5,,,,,,,
2020-06-20,South Dakota,46,6225,67,81,0,,,,,,,
2020-06-20,Tennessee,47,34223,620,516,8,,,,,,,
2020-06-20,Texas,48,111594,4272,2186,18,,,,,,,
2020-06-20,Utah,49,17173,588,155,0,,,,,,,
